id_ordem,mes,produto,maquina,turno,quantidade_pecas,tempo_setup_min,horas_maquina_previstas,prioridade,materia_prima_ok,operadores_alocados,taxa_refugo_pct,paradas_manutencao_mes,dias_ate_prazo,status_prazo
OP-05331,7,Carcaça,Torno-03,Manhã,3911,36.0,96.45,Baixa,Não,3,1.33,4,29,Atrasado
OP-05332,10,Suporte,Fresadora-01,Tarde,1154,166.0,38.86,Alta,Sim,3,6.4,5,33,No_Prazo
OP-05333,5,Carcaça,Torno-03,Manhã,932,126.0,27.85,Baixa,Sim,3,3.52,5,10,No_Prazo
OP-05334,11,Eixo,Torno-03,Manhã,1735,102.0,68.48,Urgente,Sim,5,1.12,5,24,Adiantado
OP-05335,8,Flange,Torno-03,Manhã,4834,61.0,154.46,Média,Sim,2,2.35,3,40,No_Prazo
OP-05336,1,Carcaça,Fresadora-01,Manhã,2340,74.0,98.8,Urgente,Sim,5,6.96,3,25,Adiantado
OP-05337,9,Eixo,CNC-02,Tarde,1350,151.0,19.11,Alta,Sim,5,4.11,0,13,Adiantado
OP-05338,7,Suporte,Torno-03,Noite,2592,24.0,71.45,Baixa,Sim,6,6.9,4,27,No_Prazo
OP-05339,5,Suporte,CNC-02,Manhã,1774,142.0,18.88,Média,Sim,3,7.59,3,31,No_Prazo
OP-05340,6,Carcaça,Mandrilhadora-A,Tarde,3339,152.0,49.52,Baixa,Não,1,1.0,0,42,Atrasado
OP-05341,4,Carcaça,CNC-01,Tarde,2222,131.0,51.68,Alta,Sim,5,7.57,2,35,Adiantado
OP-05342,8,Suporte,CNC-01,Manhã,2963,24.0,136.48,Baixa,Sim,5,3.28,5,7,No_Prazo
OP-05343,7,Flange,CNC-01,Tarde,2209,138.0,55.68,Alta,Sim,1,5.74,2,28,No_Prazo
OP-05344,6,Carcaça,CNC-02,Manhã,2434,134.0,50.96,Alta,Não,2,3.52,1,31,Atrasado
OP-05345,4,Suporte,Fresadora-01,Manhã,2263,17.0,83.35,Média,Sim,3,5.11,1,35,Adiantado
OP-05346,5,Eixo,Mandrilhadora-A,Manhã,2000,162.0,76.28,Alta,Sim,4,5.52,1,4,No_Prazo
OP-05347,6,Suporte,Torno-03,Manhã,4820,37.0,141.0,Alta,Sim,4,1.5,3,15,No_Prazo
OP-05348,6,Flange,CNC-01,Noite,1365,174.0,29.4,Alta,Sim,2,3.73,1,14,No_Prazo
OP-05349,4,Eixo,CNC-02,Noite,4036,27.0,89.08,Baixa,Sim,2,2.05,3,11,Atrasado
OP-05350,7,Flange,CNC-01,Noite,3564,54.0,62.09,Média,Sim,6,1.39,2,37,Adiantado
OP-05351,3,Suporte,Torno-03,Manhã,2663,129.0,65.25,Média,Sim,5,4.94,3,22,No_Prazo
OP-05352,7,Carcaça,Fresadora-01,Noite,1621,38.0,27.12,Média,Não,4,5.6,3,18,Atrasado
OP-05353,2,Flange,CNC-01,Tarde,2444,46.0,87.29,Média,Não,2,2.43,0,26,Atrasado
OP-05354,6,Engrenagem,Fresadora-01,Manhã,4255,17.0,194.83,Urgente,Sim,3,0.55,0,4,No_Prazo
OP-05355,10,Carcaça,CNC-02,Noite,950,151.0,19.16,Média,Sim,6,7.78,1,13,Adiantado
OP-05356,10,Flange,Fresadora-01,Noite,2951,21.0,58.1,Média,Sim,2,4.06,2,25,No_Prazo
OP-05357,9,Eixo,Mandrilhadora-A,Manhã,3836,119.0,176.17,Baixa,Sim,2,5.39,2,11,Atrasado
OP-05358,9,Suporte,Fresadora-01,Noite,3188,111.0,104.32,Urgente,Sim,3,1.06,4,21,No_Prazo
OP-05359,1,Eixo,Fresadora-01,Manhã,763,99.0,29.9,Média,Sim,2,5.15,5,16,No_Prazo
OP-05360,5,Eixo,Fresadora-01,Tarde,2568,77.0,117.01,Baixa,Sim,1,6.22,4,42,No_Prazo
OP-05361,8,Carcaça,CNC-01,Manhã,955,64.0,34.95,Média,Sim,6,0.86,2,40,Adiantado
OP-05362,10,Carcaça,CNC-01,Manhã,4646,173.0,184.44,Média,Sim,5,4.43,1,43,Adiantado
OP-05363,7,Flange,CNC-02,Noite,1791,145.0,45.63,Média,Sim,3,1.57,2,19,No_Prazo
OP-05364,11,Eixo,Fresadora-01,Tarde,2136,167.0,101.52,Média,Sim,4,1.6,1,14,No_Prazo
OP-05365,4,Carcaça,Fresadora-01,Manhã,4294,136.0,163.84,Média,Sim,3,5.11,3,25,No_Prazo
OP-05366,2,Engrenagem,Fresadora-01,Noite,2163,152.0,27.83,Baixa,Sim,1,5.14,4,38,No_Prazo
OP-05367,2,Suporte,CNC-02,Noite,1010,174.0,34.15,Média,Sim,5,4.65,1,37,Adiantado
OP-05368,7,Flange,Mandrilhadora-A,Noite,4470,90.0,61.62,Alta,Sim,1,4.33,3,25,Atrasado
OP-05369,8,Carcaça,Torno-03,Noite,3257,165.0,100.59,Média,Não,4,4.02,2,27,Atrasado
OP-05370,4,Flange,CNC-02,Noite,3044,22.0,41.21,Urgente,Não,2,4.11,2,26,Atrasado
OP-05371,10,Carcaça,Fresadora-01,Tarde,424,33.0,14.88,Média,Não,3,3.01,1,22,Atrasado
OP-05372,9,Engrenagem,CNC-01,Manhã,2273,96.0,64.22,Média,Não,3,2.43,3,7,Atrasado
OP-05373,5,Suporte,Torno-03,Noite,2323,90.0,74.62,Alta,Sim,3,2.49,0,17,No_Prazo
OP-05374,3,Engrenagem,Fresadora-01,Manhã,1347,87.0,48.44,Média,Não,2,7.31,2,38,Atrasado
OP-05375,9,Suporte,Fresadora-01,Manhã,2844,104.0,56.92,Baixa,Sim,1,2.5,2,40,No_Prazo
OP-05376,9,Engrenagem,CNC-02,Tarde,1262,104.0,28.75,Média,Sim,1,3.31,2,29,Adiantado
OP-05377,3,Carcaça,CNC-01,Manhã,2381,159.0,69.72,Urgente,Sim,5,4.28,5,45,Adiantado
OP-05378,4,Suporte,CNC-01,Tarde,4017,72.0,131.16,Média,Sim,1,6.07,4,44,No_Prazo
OP-05379,6,Engrenagem,CNC-01,Noite,3689,67.0,173.18,Baixa,Sim,4,6.33,3,24,No_Prazo
OP-05380,7,Carcaça,Mandrilhadora-A,Tarde,1433,131.0,34.5,Baixa,Sim,2,5.91,5,36,No_Prazo
OP-05381,2,Eixo,Fresadora-01,Tarde,1077,122.0,36.26,Média,Não,5,2.77,3,12,Atrasado
OP-05382,12,Flange,Torno-03,Tarde,78,152.0,3.66,Baixa,Sim,4,1.72,3,23,Adiantado
OP-05383,5,Engrenagem,Torno-03,Tarde,1760,66.0,68.13,Alta,Não,2,6.63,2,20,Atrasado
OP-05384,5,Engrenagem,CNC-02,Manhã,146,16.0,3.38,Urgente,Sim,5,7.06,1,39,Adiantado
OP-05385,1,Eixo,CNC-01,Manhã,684,171.0,18.19,Urgente,Não,4,7.35,1,20,Atrasado
OP-05386,11,Flange,CNC-01,Tarde,4893,22.0,220.93,Média,Sim,2,6.94,5,16,Atrasado
OP-05387,3,Flange,Fresadora-01,Tarde,4285,127.0,117.87,Média,Não,6,3.21,4,19,Atrasado
OP-05388,12,Carcaça,CNC-01,Tarde,2821,68.0,56.65,Média,Sim,3,1.65,0,40,Adiantado
OP-05389,6,Engrenagem,CNC-01,Manhã,3883,85.0,120.07,Baixa,Sim,1,5.53,1,29,Atrasado
OP-05390,11,Suporte,Fresadora-01,Manhã,2470,153.0,43.08,Média,Sim,4,5.37,5,7,No_Prazo
OP-05391,3,Engrenagem,Torno-03,Tarde,3026,84.0,100.71,Baixa,Sim,3,2.36,1,4,Atrasado
OP-05392,2,Eixo,Torno-03,Tarde,4593,39.0,228.09,Baixa,Sim,3,5.15,3,17,Atrasado
OP-05393,10,Engrenagem,CNC-02,Tarde,439,139.0,21.41,Alta,Sim,3,7.99,2,38,Adiantado
OP-05394,10,Engrenagem,CNC-01,Noite,1790,18.0,61.85,Alta,Não,6,1.76,4,40,No_Prazo
OP-05395,7,Flange,Torno-03,Tarde,639,60.0,29.04,Urgente,Sim,3,3.34,5,9,Adiantado
OP-05396,1,Carcaça,CNC-02,Manhã,3985,104.0,169.79,Média,Não,5,3.43,2,4,Atrasado
OP-05397,12,Suporte,Torno-03,Tarde,4121,87.0,197.92,Alta,Sim,6,2.1,0,14,No_Prazo
OP-05398,5,Carcaça,CNC-01,Manhã,3622,117.0,162.71,Média,Sim,4,6.41,2,40,Adiantado
OP-05399,12,Flange,CNC-02,Manhã,3064,78.0,140.92,Baixa,Sim,6,5.8,0,21,No_Prazo
OP-05400,11,Engrenagem,CNC-01,Tarde,2411,79.0,46.25,Média,Não,3,2.13,1,4,Atrasado
OP-05401,11,Eixo,Torno-03,Manhã,166,73.0,2.71,Média,Sim,2,6.93,2,24,Adiantado
OP-05402,9,Carcaça,CNC-02,Manhã,3884,161.0,45.67,Média,Sim,3,3.69,0,31,Adiantado
OP-05403,9,Engrenagem,CNC-02,Noite,4475,18.0,162.77,Alta,Não,1,4.63,0,7,Atrasado
OP-05404,7,Engrenagem,Torno-03,Tarde,4830,170.0,228.65,Média,Sim,2,5.64,1,30,Atrasado
OP-05405,1,Carcaça,Torno-03,Noite,1742,74.0,86.67,Urgente,Não,2,7.06,0,37,No_Prazo
OP-05406,5,Engrenagem,CNC-02,Noite,1043,75.0,45.99,Baixa,Sim,1,2.2,1,5,No_Prazo
OP-05407,9,Carcaça,Fresadora-01,Manhã,3287,135.0,142.13,Alta,Sim,1,4.94,0,5,Atrasado
OP-05408,10,Suporte,CNC-02,Tarde,136,79.0,4.18,Urgente,Sim,6,5.54,3,39,Adiantado
OP-05409,7,Suporte,CNC-02,Manhã,348,117.0,9.77,Média,Sim,6,7.15,4,23,Adiantado
OP-05410,9,Flange,Torno-03,Tarde,4116,164.0,146.58,Alta,Sim,6,6.29,5,6,No_Prazo
OP-05411,1,Engrenagem,CNC-01,Manhã,4786,155.0,52.21,Alta,Sim,1,7.36,3,8,Atrasado
OP-05412,6,Flange,Torno-03,Manhã,2047,100.0,85.51,Baixa,Sim,6,1.06,0,39,Adiantado
OP-05413,7,Carcaça,Torno-03,Manhã,2563,133.0,93.04,Alta,Sim,3,3.69,0,39,Adiantado
OP-05414,11,Carcaça,CNC-01,Noite,2744,80.0,46.1,Alta,Sim,3,2.8,4,45,Adiantado
OP-05415,4,Flange,Torno-03,Manhã,735,143.0,26.04,Baixa,Sim,2,4.23,4,32,No_Prazo
OP-05416,3,Carcaça,CNC-01,Tarde,1151,43.0,39.11,Média,Sim,6,6.58,1,31,Adiantado
OP-05417,5,Suporte,Fresadora-01,Noite,1527,23.0,63.4,Baixa,Sim,6,4.19,5,41,Adiantado
OP-05418,3,Engrenagem,CNC-01,Tarde,4216,104.0,183.39,Média,Sim,5,0.76,3,43,Adiantado
OP-05419,7,Suporte,CNC-01,Tarde,2218,51.0,44.66,Urgente,Sim,1,5.53,2,4,Atrasado
OP-05420,8,Suporte,CNC-02,Manhã,3619,135.0,154.09,Urgente,Sim,3,0.58,3,29,No_Prazo
OP-05421,10,Flange,Fresadora-01,Noite,1012,32.0,17.49,Alta,Não,2,1.23,0,35,No_Prazo
OP-05422,12,Suporte,Fresadora-01,Tarde,4769,16.0,122.89,Média,Não,6,5.96,4,45,Atrasado
OP-05423,1,Carcaça,Torno-03,Tarde,4423,126.0,131.39,Média,Sim,4,6.73,1,5,Atrasado
OP-05424,3,Flange,CNC-01,Noite,2402,98.0,101.36,Baixa,Sim,6,2.89,0,37,Adiantado
OP-05425,4,Eixo,CNC-02,Manhã,1166,172.0,53.69,Média,Sim,6,4.77,3,26,Adiantado
OP-05426,3,Carcaça,Fresadora-01,Tarde,4883,56.0,52.19,Alta,Não,4,4.6,0,32,Atrasado
OP-05427,10,Carcaça,CNC-01,Manhã,4050,35.0,159.93,Média,Sim,2,0.92,0,45,Adiantado
OP-05428,2,Suporte,Fresadora-01,Manhã,2578,19.0,116.27,Média,Sim,5,4.59,1,45,Adiantado
OP-05429,1,Suporte,CNC-02,Manhã,1374,88.0,66.19,Baixa,Sim,5,0.58,5,10,No_Prazo
OP-05430,11,Engrenagem,CNC-01,Tarde,3126,32.0,64.76,Urgente,Não,5,6.65,5,23,Atrasado
OP-05431,12,Flange,Fresadora-01,Manhã,1883,143.0,31.86,Média,Sim,6,6.11,2,20,Adiantado
OP-05432,3,Engrenagem,CNC-01,Tarde,3386,27.0,101.44,Média,Não,4,2.63,2,23,Atrasado
OP-05433,4,Flange,CNC-02,Noite,4170,167.0,191.99,Média,Sim,5,2.47,2,21,Atrasado
OP-05434,7,Carcaça,CNC-01,Noite,2474,104.0,55.97,Média,Sim,3,1.93,3,39,No_Prazo
OP-05435,7,Eixo,Torno-03,Manhã,288,130.0,8.7,Média,Não,3,7.65,3,41,Atrasado
OP-05436,12,Carcaça,CNC-01,Noite,2835,37.0,141.25,Alta,Sim,1,6.84,1,31,No_Prazo
OP-05437,5,Engrenagem,CNC-01,Manhã,4300,30.0,121.44,Média,Não,2,6.78,1,30,Atrasado
OP-05438,1,Engrenagem,Torno-03,Tarde,1155,73.0,40.58,Baixa,Sim,6,4.0,2,9,No_Prazo
OP-05439,6,Carcaça,Mandrilhadora-A,Manhã,4798,101.0,239.05,Urgente,Sim,2,6.59,1,17,No_Prazo
OP-05440,7,Engrenagem,CNC-01,Tarde,1843,110.0,45.5,Alta,Não,1,4.94,2,16,Atrasado
OP-05441,7,Suporte,Torno-03,Manhã,3436,69.0,71.87,Alta,Sim,5,2.75,0,7,No_Prazo
OP-05442,7,Suporte,Mandrilhadora-A,Tarde,3524,60.0,75.09,Baixa,Sim,1,3.73,1,28,No_Prazo
OP-05443,12,Eixo,CNC-02,Manhã,951,177.0,32.98,Urgente,Sim,3,3.57,5,30,Adiantado
OP-05444,10,Engrenagem,Torno-03,Manhã,242,60.0,3.99,Alta,Sim,3,3.14,2,3,No_Prazo
OP-05445,4,Eixo,Mandrilhadora-A,Tarde,4746,38.0,78.69,Média,Não,3,2.32,2,22,Atrasado
OP-05446,5,Engrenagem,Fresadora-01,Manhã,3517,74.0,71.77,Baixa,Sim,3,3.49,1,24,No_Prazo
OP-05447,9,Suporte,CNC-02,Tarde,3174,65.0,100.42,Média,Sim,1,4.99,5,22,Atrasado
OP-05448,5,Carcaça,Fresadora-01,Tarde,1553,85.0,67.97,Alta,Sim,2,1.97,1,13,No_Prazo
OP-05449,6,Carcaça,Fresadora-01,Tarde,585,118.0,18.23,Média,Sim,4,1.56,1,4,Adiantado
OP-05450,3,Carcaça,Torno-03,Tarde,1395,115.0,57.62,Alta,Sim,1,5.68,2,13,Atrasado
OP-05451,4,Suporte,Torno-03,Noite,2761,130.0,133.36,Alta,Sim,2,4.45,4,45,Adiantado
OP-05452,9,Carcaça,Mandrilhadora-A,Noite,3482,41.0,137.89,Alta,Sim,6,3.14,4,41,Adiantado
OP-05453,11,Suporte,Mandrilhadora-A,Manhã,1629,23.0,58.17,Média,Não,4,7.31,1,32,Atrasado
OP-05454,10,Suporte,Mandrilhadora-A,Tarde,1113,145.0,11.49,Urgente,Sim,4,3.96,1,15,No_Prazo
OP-05455,4,Carcaça,Fresadora-01,Tarde,1285,51.0,35.9,Média,Não,4,2.99,1,3,Atrasado
OP-05456,2,Eixo,CNC-02,Manhã,4810,67.0,99.67,Alta,Sim,6,2.12,1,41,Adiantado
OP-05457,2,Flange,CNC-01,Manhã,3171,90.0,96.71,Média,Não,1,2.92,3,21,Atrasado
OP-05458,5,Carcaça,CNC-01,Manhã,4953,133.0,237.96,Média,Sim,6,2.55,1,25,No_Prazo
OP-05459,7,Eixo,Mandrilhadora-A,Tarde,81,42.0,1.85,Média,Sim,3,7.0,0,44,Adiantado
OP-05460,11,Eixo,CNC-02,Manhã,2317,164.0,38.07,Alta,Sim,3,7.19,4,42,Adiantado
OP-05461,11,Engrenagem,CNC-01,Tarde,2314,68.0,99.58,Alta,Não,2,3.59,2,26,Atrasado
OP-05462,1,Eixo,CNC-02,Tarde,2037,177.0,101.08,Baixa,Não,3,2.46,1,34,Atrasado
OP-05463,9,Flange,CNC-01,Tarde,1988,62.0,81.91,Baixa,Sim,4,1.48,0,27,Adiantado
OP-05464,4,Carcaça,Torno-03,Manhã,441,135.0,6.85,Alta,Não,2,5.87,4,20,Atrasado
OP-05465,3,Engrenagem,Torno-03,Noite,209,77.0,6.69,Média,Não,3,7.09,3,13,Atrasado
OP-05466,7,Suporte,CNC-02,Tarde,3902,153.0,102.26,Média,Sim,6,3.58,1,4,Atrasado
OP-05467,1,Suporte,Fresadora-01,Manhã,2230,91.0,78.8,Alta,Sim,5,7.06,4,43,Adiantado
OP-05468,5,Carcaça,Torno-03,Manhã,855,159.0,31.42,Média,Sim,4,2.36,1,41,Adiantado
OP-05469,7,Suporte,Mandrilhadora-A,Manhã,1770,139.0,74.84,Baixa,Sim,2,5.07,1,19,No_Prazo
OP-05470,4,Engrenagem,Fresadora-01,Noite,4668,112.0,91.51,Média,Sim,6,1.11,2,33,Adiantado
OP-05471,8,Flange,CNC-01,Manhã,2365,56.0,114.91,Média,Sim,6,4.72,0,7,Adiantado
OP-05472,6,Carcaça,CNC-02,Manhã,4953,58.0,92.06,Alta,Sim,6,5.29,2,8,No_Prazo
OP-05473,10,Carcaça,Fresadora-01,Manhã,849,179.0,12.7,Baixa,Sim,5,5.33,4,39,Adiantado
OP-05474,3,Suporte,Torno-03,Manhã,655,168.0,28.27,Média,Sim,2,6.34,2,43,Adiantado
OP-05475,1,Carcaça,Fresadora-01,Tarde,2840,38.0,81.03,Média,Sim,3,1.21,3,29,No_Prazo
OP-05476,7,Suporte,CNC-02,Noite,3430,49.0,101.56,Média,Sim,6,2.59,2,24,No_Prazo
OP-05477,4,Engrenagem,CNC-01,Tarde,4907,33.0,111.63,Baixa,Sim,1,5.7,4,30,Atrasado
OP-05478,9,Carcaça,Fresadora-01,Noite,2356,48.0,27.93,Média,Sim,5,4.94,5,4,Atrasado
OP-05479,2,Engrenagem,Fresadora-01,Manhã,1040,63.0,18.45,Alta,Não,4,7.62,3,16,Atrasado
OP-05480,7,Eixo,Fresadora-01,Tarde,2728,153.0,110.39,Baixa,Sim,3,6.38,4,15,No_Prazo
OP-05481,12,Eixo,Torno-03,Noite,1569,31.0,29.77,Urgente,Sim,1,4.03,3,25,Adiantado
OP-05482,2,Suporte,CNC-01,Tarde,938,161.0,46.62,Urgente,Sim,6,4.5,5,39,Adiantado
OP-05483,4,Engrenagem,Fresadora-01,Noite,487,175.0,20.19,Média,Sim,2,5.45,5,6,Atrasado
OP-05484,11,Suporte,Fresadora-01,Manhã,3631,61.0,159.56,Alta,Sim,4,0.58,5,21,No_Prazo
OP-05485,7,Carcaça,Fresadora-01,Tarde,3231,90.0,145.17,Alta,Sim,4,3.23,0,35,Adiantado
OP-05486,3,Suporte,CNC-01,Tarde,874,102.0,33.87,Baixa,Sim,3,1.41,2,37,Adiantado
OP-05487,3,Eixo,Fresadora-01,Manhã,2816,49.0,80.67,Média,Sim,1,2.3,3,39,Adiantado
OP-05488,10,Carcaça,Fresadora-01,Noite,4432,136.0,206.89,Urgente,Sim,1,6.72,4,20,Atrasado
OP-05489,11,Eixo,Mandrilhadora-A,Manhã,4099,111.0,110.92,Baixa,Sim,4,4.61,3,43,Adiantado
OP-05490,5,Suporte,Torno-03,Manhã,2297,34.0,31.77,Média,Não,5,6.95,2,8,Atrasado
OP-05491,6,Flange,Fresadora-01,Noite,333,163.0,11.27,Média,Sim,2,7.17,3,38,Adiantado
OP-05492,10,Engrenagem,Torno-03,Tarde,3192,65.0,45.4,Baixa,Sim,5,6.54,3,11,Atrasado
OP-05493,3,Engrenagem,Fresadora-01,Noite,2605,41.0,94.34,Média,Não,5,6.22,3,32,Atrasado
OP-05494,3,Engrenagem,Fresadora-01,Noite,4612,177.0,230.14,Urgente,Sim,2,1.75,4,40,No_Prazo
OP-05495,10,Carcaça,Fresadora-01,Manhã,2788,32.0,103.18,Baixa,Sim,3,2.52,2,32,Adiantado
OP-05496,3,Carcaça,Mandrilhadora-A,Tarde,3702,25.0,68.2,Baixa,Sim,3,5.78,3,10,Atrasado
OP-05497,10,Flange,CNC-01,Noite,2665,54.0,41.35,Média,Não,4,2.76,0,40,Atrasado
OP-05498,6,Carcaça,Fresadora-01,Manhã,2727,68.0,66.14,Alta,Sim,1,3.31,3,43,Adiantado
OP-05499,12,Engrenagem,Fresadora-01,Tarde,1621,87.0,25.66,Média,Sim,6,7.52,2,23,Adiantado
OP-05500,1,Carcaça,Torno-03,Noite,2043,128.0,66.99,Média,Sim,4,5.79,0,15,No_Prazo
OP-05501,12,Eixo,Torno-03,Manhã,1514,75.0,62.56,Alta,Sim,5,1.3,1,30,Adiantado
OP-05502,3,Engrenagem,Fresadora-01,Noite,2337,107.0,84.89,Urgente,Sim,4,5.91,5,44,No_Prazo
OP-05503,1,Suporte,Torno-03,Tarde,4760,16.0,165.11,Baixa,Sim,3,6.45,3,44,No_Prazo
OP-05504,9,Eixo,Torno-03,Noite,1741,79.0,47.75,Alta,Não,6,7.35,0,7,Atrasado
OP-05505,7,Eixo,Mandrilhadora-A,Tarde,2343,171.0,39.62,Média,Sim,2,5.64,5,8,Atrasado
OP-05506,11,Suporte,Fresadora-01,Tarde,4733,143.0,168.07,Baixa,Sim,1,1.22,0,26,Atrasado
OP-05507,2,Eixo,CNC-02,Noite,798,137.0,21.37,Média,Sim,4,6.24,3,40,Adiantado
OP-05508,1,Suporte,Mandrilhadora-A,Manhã,1301,65.0,28.91,Média,Sim,1,5.42,0,4,No_Prazo
OP-05509,7,Engrenagem,CNC-02,Tarde,2491,96.0,90.6,Alta,Sim,5,3.92,5,32,Adiantado
OP-05510,11,Engrenagem,CNC-01,Noite,2076,154.0,52.19,Média,Sim,1,6.2,3,14,Atrasado
OP-05511,5,Eixo,Mandrilhadora-A,Noite,1738,160.0,29.08,Alta,Sim,2,4.44,5,15,No_Prazo
OP-05512,10,Suporte,CNC-02,Noite,3902,132.0,114.49,Baixa,Sim,6,7.49,1,39,No_Prazo
OP-05513,11,Eixo,CNC-02,Tarde,2519,90.0,54.33,Baixa,Não,2,7.49,5,15,Atrasado
OP-05514,11,Engrenagem,CNC-02,Tarde,1853,27.0,72.9,Urgente,Sim,4,2.19,5,11,Adiantado
OP-05515,7,Suporte,Torno-03,Tarde,2420,35.0,28.76,Alta,Sim,6,3.8,2,44,Adiantado
OP-05516,9,Flange,CNC-01,Tarde,4438,15.0,195.78,Média,Sim,2,1.99,3,41,Adiantado
OP-05517,7,Flange,CNC-01,Tarde,4920,74.0,139.99,Média,Sim,2,2.98,2,42,No_Prazo
OP-05518,9,Eixo,CNC-02,Manhã,1253,19.0,13.33,Baixa,Sim,1,2.17,4,28,No_Prazo
OP-05519,7,Engrenagem,CNC-02,Manhã,248,87.0,3.8,Urgente,Sim,5,4.34,3,14,Adiantado
OP-05520,7,Engrenagem,CNC-01,Tarde,205,114.0,9.8,Baixa,Sim,1,0.5,0,34,Adiantado
OP-05521,6,Suporte,Mandrilhadora-A,Manhã,2254,113.0,70.96,Média,Sim,6,6.44,2,35,Adiantado
OP-05522,8,Engrenagem,Torno-03,Manhã,3162,107.0,128.83,Alta,Não,5,1.69,2,18,Atrasado
OP-05523,10,Eixo,CNC-01,Manhã,303,52.0,13.73,Urgente,Sim,2,2.56,2,27,Adiantado
OP-05524,12,Carcaça,CNC-01,Noite,2565,101.0,58.51,Baixa,Sim,3,1.81,3,45,Adiantado
OP-05525,8,Eixo,Mandrilhadora-A,Noite,2028,177.0,64.65,Alta,Sim,4,3.15,1,27,Adiantado
OP-05526,2,Suporte,CNC-02,Tarde,4668,88.0,168.11,Média,Sim,5,1.08,1,38,Adiantado
OP-05527,8,Eixo,CNC-01,Noite,3037,159.0,132.61,Alta,Não,3,6.94,2,4,Atrasado
OP-05528,4,Carcaça,Fresadora-01,Noite,2144,78.0,57.47,Baixa,Sim,2,3.61,2,42,No_Prazo
OP-05529,1,Carcaça,Mandrilhadora-A,Manhã,2953,118.0,141.95,Alta,Não,1,7.43,5,44,Atrasado
OP-05530,1,Flange,CNC-02,Manhã,721,95.0,24.72,Alta,Sim,3,0.85,4,9,Adiantado
OP-05531,8,Suporte,Fresadora-01,Manhã,2401,129.0,107.94,Urgente,Sim,3,1.79,1,21,No_Prazo
OP-05532,12,Flange,Torno-03,Manhã,1682,163.0,22.43,Média,Sim,4,6.77,4,14,No_Prazo
OP-05533,7,Carcaça,CNC-01,Tarde,945,88.0,26.96,Alta,Sim,6,3.98,3,26,Adiantado
OP-05534,6,Eixo,Fresadora-01,Manhã,1996,140.0,34.26,Média,Sim,2,0.95,5,39,Adiantado
OP-05535,2,Carcaça,Mandrilhadora-A,Noite,3213,161.0,149.33,Média,Sim,2,0.85,4,11,Atrasado
OP-05536,9,Suporte,Mandrilhadora-A,Tarde,2936,145.0,56.96,Baixa,Sim,2,7.21,3,31,No_Prazo
OP-05537,1,Suporte,CNC-01,Manhã,4821,19.0,185.7,Alta,Sim,1,2.46,1,8,Atrasado
OP-05538,11,Eixo,Torno-03,Noite,1408,15.0,17.62,Média,Sim,1,3.58,1,19,No_Prazo
OP-05539,10,Carcaça,Fresadora-01,Noite,3513,161.0,63.35,Alta,Não,5,7.23,2,26,Atrasado
OP-05540,12,Suporte,CNC-01,Noite,2774,135.0,63.23,Alta,Não,5,5.51,5,22,Atrasado
OP-05541,4,Carcaça,Mandrilhadora-A,Noite,4375,173.0,180.58,Alta,Sim,5,6.28,5,8,Atrasado
OP-05542,2,Carcaça,CNC-01,Noite,4544,63.0,91.09,Média,Sim,4,4.04,5,21,Atrasado
OP-05543,4,Engrenagem,CNC-02,Tarde,3552,145.0,151.58,Alta,Sim,5,5.71,5,17,Atrasado
OP-05544,10,Carcaça,Mandrilhadora-A,Noite,2147,147.0,89.2,Média,Não,3,4.88,2,26,Atrasado
OP-05545,3,Carcaça,Torno-03,Manhã,2690,156.0,133.66,Alta,Sim,6,1.78,3,17,Adiantado
OP-05546,11,Eixo,Fresadora-01,Tarde,3275,129.0,121.46,Média,Não,4,4.8,0,24,Atrasado
OP-05547,2,Carcaça,Torno-03,Tarde,4039,38.0,143.37,Alta,Não,1,7.44,0,44,Atrasado
OP-05548,1,Flange,Fresadora-01,Manhã,1183,127.0,40.29,Alta,Sim,2,3.09,1,22,Adiantado
OP-05549,3,Eixo,CNC-01,Manhã,4371,115.0,62.88,Média,Sim,4,4.2,1,34,No_Prazo
OP-05550,10,Eixo,Fresadora-01,Manhã,4016,70.0,122.6,Baixa,Sim,5,3.62,4,17,Atrasado
OP-05551,8,Eixo,CNC-01,Manhã,486,49.0,21.41,Média,Sim,1,5.66,5,31,Adiantado
OP-05552,5,Engrenagem,CNC-01,Manhã,1384,161.0,14.99,Alta,Não,5,5.2,0,22,Atrasado
OP-05553,8,Suporte,Torno-03,Tarde,1217,38.0,18.34,Urgente,Sim,6,4.08,4,29,Adiantado
OP-05554,8,Suporte,Torno-03,Noite,2920,85.0,99.34,Média,Não,2,0.85,1,10,Atrasado
OP-05555,7,Suporte,CNC-01,Tarde,1082,118.0,47.48,Urgente,Sim,4,2.48,2,38,Adiantado
OP-05556,7,Flange,Fresadora-01,Tarde,1536,175.0,34.24,Média,Não,6,2.86,2,11,Atrasado
OP-05557,2,Eixo,CNC-02,Manhã,986,126.0,44.23,Urgente,Não,2,5.99,0,10,Atrasado
OP-05558,4,Suporte,Mandrilhadora-A,Noite,383,65.0,9.0,Urgente,Sim,3,3.47,4,32,Adiantado
OP-05559,7,Carcaça,CNC-01,Manhã,2323,25.0,66.48,Média,Sim,3,3.34,1,15,No_Prazo
OP-05560,2,Engrenagem,CNC-02,Manhã,1632,67.0,78.53,Urgente,Sim,3,3.84,2,44,Adiantado
